Report_Date,Fund_Code,Fund_Name,Security_Code,Security_Name,Asset_Type_1,Asset_Type_2,Asset_Type_3,Bloomberg_Sector_L1,Bloomberg_Sector_L2,GICS_L1,Country,Region,Currency,Rating,Quantity,Nominal_Amount,Market_Value_Base_Currency,Exposure_Base_Currency,Parent_Fund_Code,Parent_Fund_Name,Accounting_Code,Report_Subset
2024-03-26 00:00:00,FND010,Delta Fund,SEC000286,Security A,E,I,O,Utilities,Electric,Materials,Japan,North America,EUR,CCC,3008,91814724.35,-5402047.543,-44810713.56,PFND02,,AC04,ADJ
2023-03-30 00:00:00,FND005,Alpha Fund,SEC000287,Security A,C,I,P,Materials,Banks,Financials,US,Europe,JPY,B,5135,88421154.65,9725130.96,-25062205.4,PFND02,,AC01,RESTATED
2023-04-02 00:00:00,FND020,Delta Fund,SEC000288,Security E,E,G,K,Healthcare,Oil & Gas,Financials,Canada,Asia,GBP,AAA,16878,8736093.696,-405069.1709,-42389902.3,PFND05,Growth Parent Fund,AC04,MAIN
2024-03-15 00:00:00,FND016,Sigma Fund,SEC000289,Security B,E,F,M,Energy,Electric,Financials,Canada,North America,GBP,B,5085,72158538.05,-9741579.603,-12775203.62,PFND05,,AC04,ADJ
2023-01-17 00:00:00,FND002,Zeta Fund,SEC000290,Security D,A,J,M,Industrials,Oil & Gas,Utilities,UK,Asia,USD,,5104,10358629.48,-3525130.355,-9331849.884,PFND04,European Parent Fund,AC04,RESTATED
2024-05-09 00:00:00,FND014,Alpha Fund,SEC000291,Security C,A,G,P,Energy,Pharma,Materials,Canada,North America,JPY,BB,18885,24465401.45,-7905665.496,-8276861.348,PFND04,Global Parent Fund,AC01,ADJ
2024-01-16 00:00:00,FND015,Delta Fund,SEC000292,Security A,C,F,P,Energy,Electric,Energy,US,Asia,GBP,AAA,4419,2053386.678,3957535.565,32798697.52,PFND03,,AC03,ADJ
2024-10-07 00:00:00,FND017,Lambda Fund,SEC000293,Security C,A,H,M,Technology,Electric,Materials,Germany,North America,JPY,,8306,91839962.59,715299.1287,5358407.315,PFND01,Global Parent Fund,AC01,ADJ
2023-04-15 00:00:00,FND020,Beta Fund,SEC000294,Security A,A,I,L,Technology,Machinery,Information Technology,Italy,Asia,USD,BB,13016,7794004.759,8700861.257,2116688.478,PFND01,Growth Parent Fund,AC02,ADJ
2024-08-28 00:00:00,FND013,Sigma Fund,SEC000295,Security G,A,H,K,Energy,Machinery,Materials,Netherlands,North America,CAD,A,4179,92918144.27,-5616390.07,-32384205.53,PFND02,Growth Parent Fund,AC02,ADJ
2023-03-15 00:00:00,FND013,Delta Fund,SEC000296,Security G,A,G,K,Utilities,Machinery,Energy,Japan,Europe,USD,AA,12802,51799548.7,-7870541.292,36409653.03,PFND01,Global Parent Fund,AC03,ADJ
2024-03-04 00:00:00,FND016,Lambda Fund,SEC000297,Security A,D,F,P,Utilities,Electric,Industrials,Italy,North America,JPY,CCC,12008,41309815.04,-7505393.077,27113308.9,PFND02,European Parent Fund,AC01,ADJ
2024-11-26 00:00:00,FND018,Sigma Fund,SEC000298,Security B,C,I,N,Utilities,Metals,Utilities,Netherlands,Asia,JPY,AAA,16618,98090489.3,2002049.526,35933845.19,PFND04,Global Parent Fund,AC02,MAIN
2023-10-23 00:00:00,FND019,Delta Fund,SEC000299,Security F,C,I,N,Financials,Oil & Gas,Utilities,UK,North America,CAD,A,1016,19251122.24,4572098.747,-29561477.94,PFND03,European Parent Fund,AC01,ADJ
2023-07-26 00:00:00,FND001,Delta Fund,SEC000300,Security G,E,F,N,Financials,Metals,Materials,Netherlands,Asia,GBP,AA,7977,900814.8096,4384966.014,29305035.29,PFND02,Global Parent Fund,AC02,RESTATED
2023-07-10 00:00:00,FND008,Lambda Fund,SEC000301,Security F,A,G,L,Healthcare,Pharma,Financials,Japan,Asia,CAD,B,9649,23120915.59,-3544735.08,33497568.74,PFND02,Global Parent Fund,AC04,RESTATED
2024-01-22 00:00:00,FND016,Alpha Fund,SEC000302,Security D,E,F,M,Financials,Electric,Materials,Canada,Europe,USD,A,12540,68594100.25,7679304.358,-33793854.14,PFND05,,AC03,MAIN
2024-07-03 00:00:00,FND003,Omega Fund,SEC000303,Security G,A,F,M,Energy,Oil & Gas,Materials,Spain,North America,JPY,CCC,19566,60589043.45,6162707.83,2964427.741,,European Parent Fund,AC04,ADJ
2023-12-09 00:00:00,FND010,Delta Fund,SEC000304,Security F,C,J,K,Materials,Banks,Industrials,Canada,Europe,EUR,,11940,24528784.8,9747394.052,44939340.31,PFND04,Global Parent Fund,AC02,ADJ
2023-08-30 00:00:00,FND002,Lambda Fund,SEC000305,Security A,D,F,P,Financials,Banks,Utilities,US,Europe,USD,AA,4461,58255562.99,2145411.564,-32558480.22,,Global Parent Fund,AC01,RESTATED
2023-09-23 00:00:00,FND015,Gamma Fund,SEC000306,Security B,E,F,P,Industrials,Pharma,Information Technology,Spain,Asia,JPY,A,8922,87538784.12,8723386.413,1115809.479,PFND03,,AC02,MAIN
2024-11-06 00:00:00,FND007,Delta Fund,SEC000307,Security E,D,J,O,Healthcare,Electric,Materials,Germany,Europe,CAD,BBB,11133,90009852.18,-5149462.016,49487311.22,PFND01,,AC01,ADJ
2024-06-11 00:00:00,FND014,Gamma Fund,SEC000308,Security A,D,I,M,Materials,Banks,Financials,Netherlands,North America,USD,A,14550,60939166.86,3821237.823,-12996701.92,,,AC01,MAIN
2024-11-03 00:00:00,FND012,Omega Fund,SEC000309,Security E,C,I,K,Industrials,Pharma,Health Care,Canada,North America,CAD,A,19845,87922210.26,-7280278.9,4656548.358,,Growth Parent Fund,AC03,RESTATED
2023-07-18 00:00:00,FND014,Sigma Fund,SEC000310,Security B,B,I,N,Energy,Banks,Utilities,Germany,Europe,EUR,CCC,728,75538232.21,-3092625.586,-46705014.05,PFND02,Growth Parent Fund,AC04,ADJ
2024-04-13 00:00:00,FND004,Gamma Fund,SEC000311,Security F,A,J,M,Utilities,Pharma,Information Technology,US,Asia,CAD,AAA,6624,43822136.12,8725664.424,43160384.64,PFND02,Global Parent Fund,AC01,MAIN
2023-08-01 00:00:00,FND008,Delta Fund,SEC000312,Security A,B,J,O,Materials,Metals,Materials,Netherlands,Asia,USD,CCC,19392,13882222.13,-1892306.132,47904482.59,PFND05,Growth Parent Fund,AC03,ADJ
2024-06-29 00:00:00,FND014,Omega Fund,SEC000313,Security E,B,G,M,Healthcare,Banks,Health Care,France,North America,CAD,A,15700,30278873.7,-8326085.132,34670618.52,PFND01,Growth Parent Fund,AC01,ADJ
2024-06-17 00:00:00,FND019,Sigma Fund,SEC000314,Security A,D,G,O,Materials,Metals,Materials,Germany,Europe,CAD,CCC,3793,3954426.595,9853023.271,22807200.67,PFND05,Growth Parent Fund,AC03,RESTATED
2023-09-25 00:00:00,FND003,Beta Fund,SEC000315,Security A,B,I,L,Materials,Software,Materials,Canada,North America,EUR,BB,10625,84283639.68,-5355193.47,17778461.57,,,AC03,RESTATED
2023-10-31 00:00:00,FND007,Sigma Fund,SEC000316,Security D,B,G,M,Healthcare,Electric,Utilities,France,Europe,USD,BBB,10968,61945105.1,-3965778.994,-35985580.89,PFND02,,AC01,MAIN
2023-05-20 00:00:00,FND006,Delta Fund,SEC000317,Security C,B,F,K,Industrials,Metals,Utilities,France,North America,GBP,A,8989,97307431.49,1442755.752,-39402082.42,PFND05,,AC02,RESTATED
2023-02-06 00:00:00,FND019,Delta Fund,SEC000318,Security G,A,G,M,Materials,Oil & Gas,Health Care,France,North America,GBP,B,9798,18482842.76,6791771.015,-41274015,PFND04,European Parent Fund,AC01,ADJ
2024-04-01 00:00:00,FND008,Gamma Fund,SEC000319,Security D,E,J,O,Technology,Metals,Information Technology,Japan,Europe,JPY,BBB,10234,60313428.57,795423.7329,8083249.421,PFND04,,AC01,ADJ
2024-11-14 00:00:00,FND004,Lambda Fund,SEC000320,Security E,E,H,N,Financials,Banks,Financials,UK,Asia,CAD,BBB,5916,66121829.86,8615570.779,-2745694.824,PFND05,Global Parent Fund,AC01,RESTATED
2024-12-12 00:00:00,FND014,Alpha Fund,SEC000321,Security F,B,H,N,Energy,Pharma,Financials,Canada,Europe,CAD,BB,10981,34754576.91,-7372518.396,6718188.728,,,AC04,MAIN
2024-02-10 00:00:00,FND015,Beta Fund,SEC000322,Security F,B,F,O,Energy,Electric,Utilities,Canada,Asia,USD,,8132,63064313.21,5204595.491,16747090.41,PFND01,,AC01,RESTATED
2023-05-07 00:00:00,FND020,Sigma Fund,SEC000323,Security G,E,J,N,Materials,Electric,Utilities,UK,Asia,EUR,,2382,99863874.91,-1576303.441,-31189905.08,PFND04,European Parent Fund,AC04,ADJ
2023-10-03 00:00:00,FND008,Beta Fund,SEC000324,Security B,E,H,M,Industrials,Machinery,Information Technology,Spain,Asia,JPY,AA,18439,97548469.32,-6484258.629,33886008.88,PFND01,European Parent Fund,AC03,ADJ
2023-10-29 00:00:00,FND012,Gamma Fund,SEC000325,Security A,D,G,P,Energy,Electric,Industrials,Italy,Asia,EUR,BBB,14981,65007365.95,-2211354.909,-7665552.632,PFND04,Global Parent Fund,AC03,MAIN
2024-03-10 00:00:00,FND014,Beta Fund,SEC000326,Security B,C,I,N,Financials,Banks,Utilities,Japan,Europe,USD,CCC,11642,93598759.21,-6301562.694,11449688.95,PFND01,Growth Parent Fund,AC02,MAIN
2023-08-16 00:00:00,FND007,Lambda Fund,SEC000327,Security A,A,H,P,Energy,Software,Materials,US,Europe,EUR,AA,2587,74896628.85,-4400390.365,7293759.362,,European Parent Fund,AC04,MAIN
2024-06-29 00:00:00,FND017,Beta Fund,SEC000328,Security G,C,I,L,Financials,Metals,Health Care,Spain,Europe,GBP,BBB,3947,19818923.81,448261.6348,-20512008.71,PFND02,European Parent Fund,AC01,MAIN
2024-12-20 00:00:00,FND017,Beta Fund,SEC000329,Security F,B,G,O,Energy,Metals,Materials,Canada,North America,EUR,BBB,13726,32733819.07,1732.363706,13589805.24,PFND05,European Parent Fund,AC01,ADJ
2024-03-19 00:00:00,FND008,Alpha Fund,SEC000330,Security F,B,G,K,Technology,Software,Materials,France,Europe,GBP,BBB,14466,4813661.354,-4047800.771,43835510.8,PFND03,,AC03,ADJ
2024-08-16 00:00:00,FND016,Zeta Fund,SEC000331,Security F,D,H,O,Energy,Banks,Health Care,France,Europe,JPY,BBB,6767,33306225.53,-4674256.113,34119282.02,,Global Parent Fund,AC03,ADJ
2023-04-14 00:00:00,FND003,Omega Fund,SEC000332,Security E,E,I,P,Healthcare,Metals,Industrials,UK,Asia,USD,BB,12005,34036159.73,6582992.085,39902186.89,PFND01,European Parent Fund,AC03,RESTATED
2024-08-07 00:00:00,FND016,Alpha Fund,SEC000333,Security A,B,H,K,Financials,Machinery,Information Technology,UK,North America,JPY,BBB,8943,76694801.87,-6073273.678,40881966.8,,Growth Parent Fund,AC01,MAIN
2023-06-02 00:00:00,FND001,Gamma Fund,SEC000334,Security E,C,G,M,Technology,Metals,Materials,Italy,Asia,GBP,B,8372,51347075.24,2183520.77,35334763.51,PFND01,Growth Parent Fund,AC02,MAIN
2023-09-26 00:00:00,FND017,Zeta Fund,SEC000335,Security E,C,G,L,Materials,Software,Materials,UK,Europe,JPY,BB,16876,21142567.85,8197636.661,-11601944.84,PFND04,Global Parent Fund,AC02,RESTATED
2024-11-20 00:00:00,FND016,Delta Fund,SEC000336,Security C,D,H,P,Utilities,Metals,Information Technology,Netherlands,North America,EUR,BBB,19747,11457439.59,4392261.223,-38737257.91,PFND02,Growth Parent Fund,AC01,MAIN
2023-08-15 00:00:00,FND010,Sigma Fund,SEC000337,Security F,A,G,O,Industrials,Electric,Materials,France,Asia,EUR,A,11057,97194021.94,-1733507.337,47951309.88,,Global Parent Fund,AC04,MAIN
2023-07-15 00:00:00,FND012,Sigma Fund,SEC000338,Security A,A,H,L,Industrials,Machinery,Materials,Germany,North America,JPY,,5693,79509097.71,-995388.1114,-209716.5534,,European Parent Fund,AC03,MAIN
2023-05-05 00:00:00,FND008,Beta Fund,SEC000339,Security A,D,I,N,Utilities,Machinery,Energy,UK,Europe,JPY,BBB,3925,45038706.4,7193116.721,-21967665.53,PFND04,European Parent Fund,AC04,ADJ
2024-08-31 00:00:00,FND001,Beta Fund,SEC000340,Security G,B,G,K,Technology,Machinery,Industrials,Italy,Europe,USD,AA,9784,52572306.62,8723978.654,-43219950.08,,Global Parent Fund,AC03,ADJ
2024-12-31 00:00:00,FND003,Beta Fund,SEC000341,Security E,D,G,N,Healthcare,Banks,Materials,Japan,North America,CAD,A,11883,88091786.69,649271.0937,-4436974.912,,European Parent Fund,AC04,MAIN
2023-12-04 00:00:00,FND018,Zeta Fund,SEC000342,Security E,B,H,N,Technology,Machinery,Industrials,Canada,Europe,USD,BB,13962,3144233.416,2838489.597,25295333.95,PFND03,Growth Parent Fund,AC01,RESTATED
2024-12-16 00:00:00,FND005,Delta Fund,SEC000343,Security C,A,I,O,Industrials,Machinery,Information Technology,Netherlands,North America,CAD,AA,12936,9991338.085,5457943.36,-46864036,PFND03,European Parent Fund,AC02,ADJ
2023-05-10 00:00:00,FND010,Lambda Fund,SEC000344,Security C,B,H,L,Energy,Machinery,Information Technology,Netherlands,Asia,GBP,CCC,9120,29021675.75,-6559089.297,-44445726.52,PFND02,,AC04,MAIN
2024-05-11 00:00:00,FND015,Zeta Fund,SEC000345,Security F,D,H,K,Energy,Electric,Energy,Canada,North America,JPY,BBB,14611,24561689.56,4742075.232,-33313027.24,PFND04,,AC03,MAIN
2024-12-24 00:00:00,FND010,Alpha Fund,SEC000346,Security F,B,J,L,Utilities,Oil & Gas,Financials,UK,Asia,EUR,AA,18738,46833084.69,-6123402.643,-28061325.63,PFND04,Global Parent Fund,AC04,ADJ
2024-07-09 00:00:00,FND018,Omega Fund,SEC000347,Security D,B,G,M,Energy,Metals,Financials,Japan,Asia,EUR,B,803,49669180.48,8918168.274,6476704.42,PFND03,Global Parent Fund,AC04,MAIN
2023-06-28 00:00:00,FND015,Gamma Fund,SEC000348,Security G,C,G,K,Industrials,Pharma,Financials,Canada,Europe,JPY,B,10973,52470508.39,8397930.897,45352597.85,PFND04,Growth Parent Fund,AC02,MAIN
2023-07-14 00:00:00,FND013,Delta Fund,SEC000349,Security A,A,I,P,Materials,Software,Health Care,Canada,Europe,USD,CCC,2902,78186323.27,-5425213.981,36974054.44,PFND02,European Parent Fund,AC03,ADJ
2023-04-22 00:00:00,FND001,Delta Fund,SEC000350,Security G,A,J,N,Healthcare,Metals,Industrials,Italy,Asia,EUR,AA,6540,53393267.71,-2032176.652,-5780413.822,,,AC02,MAIN
2023-05-17 00:00:00,FND001,Lambda Fund,SEC000351,Security D,D,J,O,Energy,Oil & Gas,Financials,France,Asia,USD,CCC,313,42143952.25,-5549499.252,-35295767,PFND01,Growth Parent Fund,AC03,MAIN
2024-07-28 00:00:00,FND007,Omega Fund,SEC000352,Security C,B,G,M,Energy,Electric,Financials,Canada,Europe,EUR,AA,17452,35705154.81,4509428.788,-33835341.91,PFND05,Growth Parent Fund,AC02,ADJ
2023-03-26 00:00:00,FND011,Delta Fund,SEC000353,Security G,C,H,L,Energy,Oil & Gas,Energy,Italy,North America,GBP,B,13,73453574.57,121528.3273,12008326.61,PFND03,Growth Parent Fund,AC02,ADJ
2023-11-10 00:00:00,FND007,Alpha Fund,SEC000354,Security A,E,G,P,Energy,Pharma,Information Technology,France,Europe,USD,CCC,8891,23612726.42,-3538786.135,23653097.15,PFND01,European Parent Fund,AC04,RESTATED
2024-01-19 00:00:00,FND006,Omega Fund,SEC000355,Security E,E,J,K,Financials,Machinery,Health Care,Spain,North America,CAD,BB,15197,79708604.18,-738052.4531,-27635921.74,PFND05,European Parent Fund,AC01,MAIN
2024-04-03 00:00:00,FND011,Zeta Fund,SEC000356,Security C,C,G,M,Energy,Oil & Gas,Utilities,Netherlands,North America,CAD,,12661,89511098.72,4444350.533,42693892.45,PFND05,European Parent Fund,AC03,RESTATED
2023-06-10 00:00:00,FND002,Sigma Fund,SEC000357,Security A,C,G,P,Industrials,Banks,Materials,Germany,Europe,USD,BB,19132,2331637.627,-952767.4195,-759157.7668,PFND02,Growth Parent Fund,AC01,RESTATED
2023-09-12 00:00:00,FND014,Gamma Fund,SEC000358,Security D,B,J,K,Industrials,Machinery,Health Care,Netherlands,Asia,USD,B,17838,32574121.13,3841274.929,-12233139.76,PFND05,European Parent Fund,AC01,RESTATED
2024-12-08 00:00:00,FND009,Sigma Fund,SEC000359,Security G,B,F,O,Materials,Metals,Energy,Italy,Asia,JPY,A,2019,62097557.65,-5681606.433,-12507251.8,PFND04,European Parent Fund,AC02,ADJ
2023-01-29 00:00:00,FND010,Zeta Fund,SEC000360,Security A,A,J,K,Healthcare,Software,Financials,Italy,Europe,USD,B,11723,80832939.37,1904559.726,-39618514.51,PFND03,Growth Parent Fund,AC02,MAIN
2024-11-24 00:00:00,FND006,Sigma Fund,SEC000361,Security G,E,I,N,Technology,Pharma,Information Technology,Japan,Asia,EUR,A,10446,87124015.74,7594716.452,35333680.42,PFND05,,AC03,ADJ
2023-03-21 00:00:00,FND020,Omega Fund,SEC000362,Security D,C,G,L,Utilities,Metals,Industrials,France,North America,CAD,AA,9924,99736638.98,-9054035.354,13735423.86,PFND05,Growth Parent Fund,AC04,RESTATED
2024-03-05 00:00:00,FND012,Omega Fund,SEC000363,Security C,B,G,O,Industrials,Software,Utilities,UK,Europe,USD,CCC,12339,68458121.91,5788399.303,15051730.82,PFND02,Global Parent Fund,AC02,RESTATED
2024-09-06 00:00:00,FND017,Delta Fund,SEC000364,Security C,D,G,M,Financials,Banks,Materials,Italy,Asia,USD,A,19357,34232409.83,814570.2954,-25969858.99,PFND02,European Parent Fund,AC02,ADJ
2023-11-26 00:00:00,FND006,Sigma Fund,SEC000365,Security E,E,J,O,Financials,Machinery,Industrials,Spain,Europe,CAD,A,14407,65646690.82,611909.5169,-10484832.39,PFND01,Growth Parent Fund,AC04,ADJ
2023-02-11 00:00:00,FND015,Delta Fund,SEC000366,Security C,E,G,M,Utilities,Banks,Utilities,Canada,Europe,JPY,CCC,17391,79490357.11,-3126072.494,10934295.27,PFND02,Growth Parent Fund,AC03,RESTATED
2023-10-20 00:00:00,FND016,Delta Fund,SEC000367,Security F,D,G,K,Utilities,Software,Materials,Germany,Asia,CAD,,11497,14098609.18,-5341331.656,-29041148.25,PFND05,Growth Parent Fund,AC03,ADJ
2024-02-29 00:00:00,FND001,Zeta Fund,SEC000368,Security E,D,F,L,Materials,Oil & Gas,Financials,Germany,North America,JPY,A,3399,49239917.19,-7142996.255,-48986345.48,,,AC04,MAIN
2023-12-21 00:00:00,FND013,Alpha Fund,SEC000369,Security E,D,F,P,Utilities,Oil & Gas,Utilities,Japan,Asia,GBP,B,1216,67987004.29,6374051.024,46822516.21,PFND05,European Parent Fund,AC04,ADJ
2024-11-07 00:00:00,FND010,Omega Fund,SEC000370,Security A,E,J,P,Materials,Machinery,Information Technology,US,Europe,USD,AAA,15949,13696160.77,-6738238.304,45462496.27,PFND02,European Parent Fund,AC04,ADJ
2024-12-10 00:00:00,FND010,Lambda Fund,SEC000371,Security C,C,H,M,Financials,Oil & Gas,Utilities,Italy,Europe,GBP,B,19491,47093950.68,-5728548.813,10301504.37,PFND03,,AC03,RESTATED
2023-03-01 00:00:00,FND007,Delta Fund,SEC000372,Security G,D,G,K,Industrials,Software,Industrials,Japan,North America,USD,AAA,684,3821463.007,1788065.795,-19945498.82,PFND04,Growth Parent Fund,AC02,MAIN
2023-12-02 00:00:00,FND016,Sigma Fund,SEC000373,Security G,B,G,P,Utilities,Electric,Materials,US,North America,CAD,,17150,93065309.06,3024622.636,6761417.364,PFND01,European Parent Fund,AC02,RESTATED
2023-05-12 00:00:00,FND002,Omega Fund,SEC000374,Security A,A,I,L,Financials,Pharma,Utilities,France,Europe,JPY,BBB,7299,14984278.7,-3074427.963,-29720735.73,PFND02,Growth Parent Fund,AC04,RESTATED
2023-06-15 00:00:00,FND012,Alpha Fund,SEC000375,Security D,E,J,P,Energy,Metals,Utilities,France,Asia,USD,AA,10881,9840027.979,-6106717,-31247239.07,PFND02,Global Parent Fund,AC03,RESTATED
2024-01-06 00:00:00,FND011,Beta Fund,SEC000376,Security F,B,F,K,Materials,Machinery,Health Care,Netherlands,Europe,JPY,AA,9747,12863181.35,2258730.269,-24453573.36,PFND02,,AC02,MAIN
2023-03-28 00:00:00,FND014,Lambda Fund,SEC000377,Security B,C,I,K,Materials,Software,Materials,US,Europe,JPY,AA,1433,27260096.25,-5694643.068,-23426352.2,PFND01,,AC01,MAIN
2024-11-17 00:00:00,FND002,Gamma Fund,SEC000378,Security C,D,J,O,Healthcare,Banks,Energy,US,North America,CAD,BB,13640,31992549.43,-1391506.512,31620697.18,PFND04,Global Parent Fund,AC03,RESTATED
2023-01-15 00:00:00,FND013,Zeta Fund,SEC000379,Security G,A,F,M,Industrials,Pharma,Information Technology,France,Asia,GBP,,2415,61157543.02,-5758234.784,40428223.32,PFND01,Global Parent Fund,AC01,MAIN
2024-10-21 00:00:00,FND011,Omega Fund,SEC000380,Security G,B,G,L,Utilities,Banks,Financials,UK,North America,CAD,AAA,15975,81893007.3,7793679.948,-7704539.328,PFND05,European Parent Fund,AC03,MAIN
2023-06-28 00:00:00,FND011,Sigma Fund,SEC000381,Security G,E,F,P,Utilities,Pharma,Health Care,UK,Asia,CAD,BBB,15949,53630958.05,7486925.26,-37394566.16,,Growth Parent Fund,AC04,MAIN
2023-12-31 00:00:00,FND019,Sigma Fund,SEC000382,Security F,A,G,N,Energy,Electric,Health Care,France,Asia,USD,AAA,139,27679858.55,7946500.388,-27090803.87,PFND02,European Parent Fund,AC03,MAIN
2023-10-21 00:00:00,FND018,Lambda Fund,SEC000383,Security E,D,I,P,Industrials,Electric,Information Technology,Canada,Europe,GBP,,8854,39903489.16,3264838.041,-37438283.65,PFND04,Growth Parent Fund,AC02,RESTATED
2023-11-10 00:00:00,FND020,Delta Fund,SEC000384,Security G,B,H,N,Healthcare,Electric,Health Care,Germany,Europe,GBP,AA,17927,29149931.67,3250798.716,967171.531,,European Parent Fund,AC01,RESTATED
2024-05-09 00:00:00,FND011,Beta Fund,SEC000385,Security F,C,H,O,Utilities,Software,Health Care,Spain,North America,USD,AAA,11568,9164855.416,-8148154.718,-10309426.77,PFND04,Growth Parent Fund,AC03,ADJ
2023-12-10 00:00:00,FND013,Omega Fund,SEC000386,Security A,B,F,K,Utilities,Oil & Gas,Industrials,Germany,Asia,GBP,AAA,1909,78603348.58,5522479.731,-3146817.362,PFND01,,AC04,MAIN
2024-08-04 00:00:00,FND008,Gamma Fund,SEC000387,Security E,D,I,K,Materials,Banks,Materials,Italy,North America,USD,A,8161,48378628.46,-282361.4777,-45138423.19,PFND05,European Parent Fund,AC02,MAIN
2024-12-29 00:00:00,FND010,Lambda Fund,SEC000388,Security D,B,I,P,Materials,Machinery,Energy,US,Asia,JPY,AAA,16442,75705892.17,896950.1161,-32354267.41,,,AC01,MAIN
2023-09-25 00:00:00,FND010,Alpha Fund,SEC000389,Security G,B,H,O,Materials,Electric,Financials,Germany,Europe,CAD,BBB,11712,29513275.45,8182468.742,-19265666.8,PFND02,Growth Parent Fund,AC04,ADJ
2024-06-22 00:00:00,FND004,Zeta Fund,SEC000390,Security F,A,F,K,Utilities,Oil & Gas,Utilities,Canada,Asia,EUR,,12307,24213675.41,-9010766.411,3981458.219,PFND05,European Parent Fund,AC02,ADJ
2024-05-16 00:00:00,FND012,Zeta Fund,SEC000391,Security C,B,I,P,Materials,Software,Health Care,UK,North America,USD,AAA,15777,86226718.14,-5674467.692,37153342.86,PFND01,,AC01,ADJ
2023-10-18 00:00:00,FND010,Lambda Fund,SEC000392,Security C,C,H,M,Materials,Oil & Gas,Materials,Germany,Europe,EUR,A,13084,54846976.19,8986162.383,44753053.71,PFND05,Growth Parent Fund,AC04,MAIN
2024-08-15 00:00:00,FND006,Lambda Fund,SEC000393,Security C,B,H,N,Energy,Banks,Utilities,US,Asia,CAD,A,14084,98596228.49,1507582.336,-730835.8628,PFND04,Global Parent Fund,AC04,RESTATED
2023-07-15 00:00:00,FND015,Sigma Fund,SEC000394,Security G,B,I,P,Materials,Electric,Utilities,France,Asia,EUR,B,11965,78266899.47,-339374.8495,-49252639.34,,Growth Parent Fund,AC01,ADJ
2024-05-31 00:00:00,FND003,Sigma Fund,SEC000395,Security B,C,H,N,Financials,Banks,Health Care,Netherlands,Europe,JPY,BB,2161,63945858.25,7039153.923,41031573.07,PFND02,Global Parent Fund,AC01,MAIN
2024-09-08 00:00:00,FND020,Sigma Fund,SEC000396,Security E,B,H,N,Technology,Pharma,Utilities,Italy,North America,USD,BBB,17954,23884101.6,-4312707.294,-17445385.55,PFND05,Global Parent Fund,AC03,RESTATED
2023-05-16 00:00:00,FND011,Lambda Fund,SEC000397,Security D,A,H,N,Materials,Banks,Utilities,Japan,Europe,GBP,,5953,3970341.181,693362.7807,-2877159.553,PFND04,European Parent Fund,AC03,ADJ
2023-08-23 00:00:00,FND003,Sigma Fund,SEC000398,Security F,D,I,O,Materials,Oil & Gas,Information Technology,Canada,Europe,CAD,B,2186,69024640.25,-3473471.422,-9853643.433,,,AC01,MAIN
2024-09-16 00:00:00,FND015,Lambda Fund,SEC000399,Security E,D,F,N,Healthcare,Metals,Utilities,Japan,North America,JPY,A,18352,52018643.48,-4532194.866,34923232.77,,,AC03,RESTATED
2023-09-16 00:00:00,FND017,Sigma Fund,SEC000400,Security D,B,H,N,Technology,Metals,Energy,Spain,Asia,JPY,AA,19320,49757326.93,5618121.649,-29437700.86,PFND01,Growth Parent Fund,AC02,ADJ
2023-03-14 00:00:00,FND008,Gamma Fund,SEC000401,Security C,B,G,N,Financials,Machinery,Health Care,US,Europe,GBP,BBB,5762,37631950.47,2911027.04,9434481.85,PFND04,European Parent Fund,AC04,RESTATED
2024-05-31 00:00:00,FND004,Delta Fund,SEC000402,Security E,C,G,M,Materials,Pharma,Energy,Japan,North America,USD,BB,10942,46775614.92,2262055.833,-31660822.16,,Growth Parent Fund,AC02,ADJ
2024-05-27 00:00:00,FND004,Zeta Fund,SEC000403,Security C,A,H,O,Technology,Pharma,Health Care,Spain,Europe,EUR,CCC,7825,92539559.09,-8362756.955,4569770.747,PFND02,European Parent Fund,AC01,ADJ
2024-11-23 00:00:00,FND001,Gamma Fund,SEC000404,Security D,B,F,O,Energy,Banks,Materials,Spain,North America,CAD,,15761,91142912,-6946960.31,47815020.53,PFND05,European Parent Fund,AC04,ADJ
2024-09-17 00:00:00,FND017,Alpha Fund,SEC000405,Security D,E,I,M,Energy,Metals,Energy,Canada,North America,CAD,AAA,19318,98793499.18,8132227.286,36318653.83,PFND05,European Parent Fund,AC03,MAIN
2024-06-16 00:00:00,FND016,Omega Fund,SEC000406,Security D,B,J,K,Healthcare,Oil & Gas,Energy,Canada,Europe,EUR,B,17064,36761369.6,-441012.079,-39567730.57,PFND05,Growth Parent Fund,AC03,ADJ
2024-09-28 00:00:00,FND019,Sigma Fund,SEC000407,Security C,B,I,P,Energy,Machinery,Information Technology,France,Asia,JPY,AAA,19646,85266161.19,-4781284.293,-32061174.68,PFND05,Growth Parent Fund,AC02,RESTATED
2024-04-22 00:00:00,FND019,Omega Fund,SEC000408,Security E,C,I,L,Materials,Metals,Financials,Canada,Asia,USD,AAA,19969,70643834.11,-2998406.024,-38211183.29,PFND03,European Parent Fund,AC03,ADJ
2024-06-27 00:00:00,FND018,Lambda Fund,SEC000409,Security E,A,G,N,Technology,Oil & Gas,Health Care,Netherlands,Asia,CAD,AAA,9021,95360789.34,4124020.982,46498041.7,PFND03,European Parent Fund,AC02,RESTATED
